county,license_number,operation_type,estab_type,entity_name,dba_name,street_number,street_name,city,state,zip_code,georeference,:@computed_region_yamh_8v7k,square_footage,address_line_2,address_line_3,longitude,latitude
BRONX,609927,Store,AC,R&E CORP,C TOWN SUPERMARKET,809,SOUTHERN BLVD,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89547, 40.81703]}",307,7500,,,-73.89547,40.81703
BRONX,609069,Store,AC,REYES MEXICAN DELI INC,REYES MEXICAN DELI,998,LONGWOOD AVE #6,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89735, 40.81699]}",307,400,,,-73.89735,40.81699
BRONX,609037,Store,AC,JYJ DELI GROCERY CORP,JYJ DELI GROCERY,968,E 165TH ST,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89445, 40.82396]}",307,800,,,-73.89445,40.82396
BRONX,608886,Store,AC,J&W FOOD CENTER CORP,J&W FOOD CENTER,990,LEGGETT AVE,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.8998, 40.81444]}",307,2000,,,-73.8998,40.81444
BRONX,608872,Store,AC,PAULINO DELI GROCERY INC,PAULINO DELI GROCERY,798,HUNTS PT AVE,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.88784, 40.81648]}",307,1100,,,-73.88784,40.81648
BRONX,608800,Store,AC,CACAO DELI GROCERY CORP,CACAO DELI GROCERY,918,FAILE ST #1,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.88806, 40.82041]}",307,1200,,,-73.88806,40.82041
BRONX,608767,Store,AC,BROTHERHOOD GOURMET DELI CORP,BROTHERHOOD GOURMET DEL,703,SOUTHERN BLVD,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.89897, 40.81366]}",307,1800,,,-73.89897,40.81366
BRONX,608748,Store,AC,543 NORTH DELI GROCERY INC,543 NORTH DELI GROCERY,543,SOUTHERN BLVD,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.90385, 40.81221]}",307,2000,,,-73.90385,40.81221
BRONX,608378,Store,AC,TRONCOSO DELI GROCERY CORP,TRONCOSO DELI GROCERY,590,SOUTHERN BLVD,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.90182, 40.81279]}",307,1800,,,-73.90182,40.81279
BRONX,608221,Store,AC,SWEET GROCERY & CANDY CORP,SWEET DELI&GROCERY,956,INTERVALE AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89688, 40.82166]}",307,1000,,,-73.89688,40.82166
BRONX,607755,Store,ACHDK,WORLD WIDE DIRECT SEAFOOD LLC,WORLD WIDE DIRECT SEAFD,800,FOOD CENTER DR  UNIT 13,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.87625, 40.80434]}",307,5500,,,-73.87625,40.80434
BRONX,607615,Store,AC,LOS HIJOS DEL CHORRO DELI GR CORP,LOS HIJOS DE CHORRO DEL,701-703,FAILE ST,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.88655, 40.81477]}",307,1400,,,-73.88655,40.81477
BRONX,607147,Store,AC,EVOLUTION GOURMET DELI CORP,EVOLUTION GOURMET,923,PROSPECT AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.90071, 40.82185]}",307,0,,,-73.90071,40.82185
BRONX,606738,Store,AC,MEJIA MINI MARKET CORP,CASTILLO FAMILY GROCERY,1010,LONGWOOD AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89683, 40.81668]}",307,1500,,,-73.89683,40.81668
BRONX,606630,Store,AC,DELI FARMS CORP,DELI FARMS,850,LONGWOOD AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.90144, 40.81944]}",307,2000,,,-73.90144,40.81944
BRONX,606156,Store,AC,D&A 724 FOOD CORP,FOOD UNIVERSE,724,HUNTS PT AVE,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.88669, 40.81536]}",307,8000,,,-73.88669,40.81536
BRONX,604974,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 03844,950-960,SOUTHERN BLVD,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.891636, 40.821302]}",307,5000,,,-73.891636,40.821302
BRONX,604501,Store,AC,A&G DELI GROCERY CORP,A&G DELI GROCERY,931,FOX ST,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89387, 40.82072]}",307,1600,,,-73.89387,40.82072
BRONX,603764,Store,AC,1029 SIMPSON DELI & GROCERY CORP,1029 SIMPSON DELI&GROCERY,1029,WESTCHESTER AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89298, 40.82414]}",307,1800,,,-73.89298,40.82414
BRONX,603652,Store,AC,FT MEAT CORP,FOOD FAIR FRESH MARKET,1065,E 163RD ST,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89071, 40.821]}",307,13000,,,-73.89071,40.821
BRONX,601435,Store,AC,B&ME FOOD CORP,KEY FOOD,1050,WESTCHESTER AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.8914, 40.82494]}",307,15000,,,-73.8914,40.82494
BRONX,600580,Store,AC,GOMEZ EDWARD,MATA E CANA DELI & GRCY,911,E 156TH ST,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.90103, 40.81692]}",307,1500,,,-73.90103,40.81692
BRONX,600350,Store,AC,RODRIGUEZ RAMON A,RODRIGUEZ GROCERY,753,FOX ST,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.89822, 40.81566]}",307,1500,,,-73.89822,40.81566
BRONX,600246,Store,ABC,564 GROCERY INC,C-TOWN SUPERMARKET,564,SOUTHERN BLVD,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.90281, 40.81251]}",307,8000,,,-73.90281,40.81251
BRONX,600187,Store,AC,ALMANZAR GROCERY&FOOD CORP,ALMANZAR GROCERY&FOOD,854,INTERVALE AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89562, 40.81801]}",307,1000,,,-73.89562,40.81801
